overall_qual,log_gr_liv_area,garage_area,total_bsmt_sf,neighborhood,exterior_1st,exterior_2nd,exter_qual,foundation,bsmt_qual,bsmt_exposure,bsmtfin_type_1,heating_qc,kitchen_qual,fireplace_qu,garage_finish,saleprice
7,7.541152455136308,581.0,926.0,Somerst,CemntBd,CmentBd,Gd,PConc,Gd,Mn,GLQ,Ex,Ex,Ex,RFn,240900
7,7.56164174558878,564.0,750.0,NoRidge,HdBoard,HdBoard,Gd,PConc,Gd,No,GLQ,Ex,Gd,TA,RFn,190000
7,7.384610383176974,1231.0,1569.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Gd,No Fireplace,RFn,250000
5,7.270312886079025,528.0,1437.0,Veenker,Plywood,Plywood,Gd,CBlock,Gd,Gd,ALQ,TA,Gd,Fa,RFn,218000
7,7.637716432664798,473.0,1148.0,NWAmes,MetalSd,MetalSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,Gd,Unf,255000
7,7.4205789054108,690.0,1670.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,Gd,RFn,240000
8,7.668561108015897,894.0,2140.0,CollgCr,CemntBd,CmentBd,Gd,PConc,Gd,Av,Unf,Ex,Gd,No Fireplace,Fin,360000
5,7.142827401161621,502.0,1219.0,NAmes,BrkFace,BrkFace,TA,PConc,TA,Gd,ALQ,Gd,Gd,Gd,RFn,179900
5,8.034631032923107,0.0,1598.0,ClearCr,MetalSd,MetalSd,TA,CBlock,TA,No,Rec,TA,Ex,Gd,No Garage,200500
3,6.875232087276577,0.0,600.0,OldTown,VinylSd,VinylSd,TA,BrkTil,TA,No,Unf,Fa,TA,No Fireplace,No Garage,37900
8,7.179307969504034,471.0,1267.0,Timber,VinylSd,VinylSd,Gd,PConc,Ex,Mn,GLQ,Ex,Gd,No Fireplace,Unf,180500
7,7.932721027481948,820.0,1168.0,SawyerW,VinylSd,VinylSd,TA,PConc,Ex,No,GLQ,Ex,TA,TA,Fin,269500
7,7.457609289715606,433.0,847.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,Gd,Unf,Ex,Gd,Gd,Fin,225000
6,7.102499355774649,720.0,720.0,IDOTRR,Wd Sdng,Wd Sdng,TA,BrkTil,TA,No,ALQ,Gd,Gd,No Fireplace,Fin,141000
9,7.463363045520021,927.0,1739.0,NridgHt,VinylSd,VinylSd,Ex,PConc,Ex,Mn,GLQ,Ex,Ex,Gd,RFn,335000
5,6.933423025730715,308.0,1026.0,CollgCr,CemntBd,CmentBd,Gd,CBlock,Gd,No,GLQ,Ex,TA,No Fireplace,Unf,150000
9,7.518607216815252,894.0,1842.0,Veenker,WdShing,Wd Shng,Gd,CBlock,Ex,Gd,GLQ,Gd,Gd,Gd,Fin,385000
7,7.593877844605118,486.0,768.0,NAmes,HdBoard,HdBoard,TA,CBlock,TA,No,BLQ,TA,TA,Fa,Unf,205000
7,7.0967213784947605,632.0,1187.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Gd,No Fireplace,RFn,206000
7,7.259819610363186,626.0,1422.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Gd,No Fireplace,RFn,179600
4,7.106606137727303,396.0,836.0,Edwards,Wd Sdng,Wd Sdng,TA,CBlock,Fa,No,LwQ,TA,TA,No Fireplace,Unf,102000
5,7.026426808699636,540.0,1126.0,NWAmes,VinylSd,VinylSd,TA,PConc,Gd,Av,ALQ,TA,Ex,No Fireplace,RFn,175000
5,7.232733136177615,896.0,1015.0,NAmes,Wd Sdng,VinylSd,TA,CBlock,TA,No,Rec,Gd,TA,No Fireplace,Unf,159000
6,7.027314514039777,480.0,1127.0,Edwards,HdBoard,Plywood,TA,CBlock,TA,No,BLQ,TA,TA,Po,Unf,135000
6,7.525639975041535,325.0,994.0,Edwards,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,Rec,Gd,TA,No Fireplace,Unf,136900
5,7.119635638017636,288.0,912.0,Sawyer,HdBoard,Plywood,TA,CBlock,TA,No,BLQ,TA,TA,TA,Unf,135000
8,7.768533300926033,856.0,1252.0,NoRidge,VinylSd,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Gd,Gd,RFn,337000
6,7.883823214892152,619.0,1054.0,NWAmes,HdBoard,HdBoard,TA,CBlock,TA,Mn,BLQ,TA,Gd,Gd,Unf,250000
8,7.757906208351747,787.0,1236.0,NWAmes,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,Gd,RFn,306000
5,7.090076835776092,0.0,1200.0,Edwards,Plywood,Plywood,TA,CBlock,Gd,Gd,GLQ,TA,TA,No Fireplace,No Garage,179000
7,7.238496840894365,540.0,689.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,Unf,146000
6,7.687080155783135,720.0,1138.0,IDOTRR,MetalSd,MetalSd,TA,CBlock,TA,No,LwQ,Gd,TA,Gd,Unf,161000
6,7.383989457978509,480.0,1610.0,NWAmes,Plywood,Plywood,TA,PConc,TA,Mn,ALQ,Gd,Gd,TA,RFn,205000
7,7.313886831633462,512.0,1277.0,Timber,VinylSd,VinylSd,Gd,CBlock,Gd,Av,GLQ,Gd,Gd,TA,Fin,241500
4,6.9363427358340495,261.0,1029.0,Sawyer,VinylSd,VinylSd,TA,CBlock,TA,Mn,Rec,Gd,TA,No Fireplace,Unf,118500
5,7.20934025660291,288.0,1062.0,ClearCr,Wd Sdng,ImStucc,TA,CBlock,TA,Av,BLQ,Ex,Gd,No Fireplace,Unf,130000
5,6.977281341630747,379.0,808.0,OldTown,VinylSd,VinylSd,TA,CBlock,TA,No,Unf,Ex,TA,Gd,Unf,130000
10,7.900266036767701,736.0,1850.0,StoneBr,VinylSd,VinylSd,Ex,PConc,Ex,No,GLQ,Ex,Ex,Gd,RFn,535000
5,6.815639990074331,252.0,912.0,Sawyer,VinylSd,VinylSd,TA,CBlock,TA,No,LwQ,Gd,TA,No Fireplace,Unf,123000
4,7.049254841255837,0.0,0.0,Edwards,AsbShng,Plywood,TA,PConc,No Basement,No,No Basement,TA,TA,No Fireplace,No Garage,82000
7,7.27931883541462,288.0,624.0,OldTown,Wd Sdng,Wd Shng,TA,BrkTil,TA,No,BLQ,Ex,TA,No Fireplace,Unf,132000
5,6.9782137426306985,326.0,1073.0,OldTown,MetalSd,MetalSd,TA,BrkTil,TA,No,Unf,Ex,TA,No Fireplace,Unf,108480
5,7.284820912568604,512.0,1176.0,Sawyer,HdBoard,HdBoard,TA,CBlock,TA,No,BLQ,TA,TA,TA,Unf,165000
7,7.303843225277705,566.0,1461.0,SawyerW,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,RFn,181000
5,7.480992162869525,384.0,552.0,Sawyer,HdBoard,HdBoard,TA,CBlock,TA,No,Unf,TA,TA,TA,Unf,165000
5,7.2991214627108,275.0,864.0,Mitchel,HdBoard,HdBoard,TA,CBlock,TA,Av,BLQ,TA,TA,No Fireplace,Fin,161000
8,7.315883504509785,510.0,1504.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,Fin,199000
7,7.546446273746024,510.0,817.0,Timber,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,Gd,Fin,214900
8,7.15305163493748,584.0,1278.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,RFn,198600
8,7.724446645633537,420.0,1141.0,NoRidge,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Gd,Gd,TA,Fin,258000
7,7.932721027481948,820.0,1168.0,SawyerW,VinylSd,VinylSd,TA,PConc,Ex,No,GLQ,Ex,TA,TA,Fin,269500
7,7.254177846456518,403.0,707.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,Gd,Fin,176000
6,7.171656822768514,309.0,1302.0,NAmes,HdBoard,HdBoard,TA,CBlock,Gd,Gd,LwQ,Ex,Gd,No Fireplace,RFn,158000
8,7.257707677160043,527.0,408.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,TA,Fin,184100
6,7.106606137727303,944.0,1625.0,NWAmes,HdBoard,HdBoard,TA,CBlock,TA,Mn,ALQ,TA,TA,TA,Unf,170000
6,7.591861714889934,501.0,572.0,Crawfor,VinylSd,VinylSd,TA,CBlock,TA,No,ALQ,Gd,TA,TA,Fin,208000
6,6.742880635791903,420.0,848.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Gd,No Fireplace,Fin,140000
8,7.4073177104694174,482.0,1596.0,Crawfor,CemntBd,CmentBd,Ex,PConc,Ex,Gd,GLQ,Ex,Ex,Gd,Fin,230000
8,7.198183577101943,462.0,1337.0,StoneBr,HdBoard,HdBoard,Gd,PConc,Gd,Gd,GLQ,Gd,Gd,TA,RFn,188500
5,7.448333860897476,410.0,901.0,Crawfor,Wd Sdng,Wd Sdng,TA,CBlock,Gd,Mn,BLQ,TA,TA,Gd,Unf,194000
5,7.00669522683704,384.0,1104.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,Rec,Gd,TA,No Fireplace,RFn,133000
5,6.810142450115136,343.0,907.0,CollgCr,MetalSd,MetalSd,TA,BrkTil,Gd,Av,GLQ,TA,TA,No Fireplace,Unf,140000
7,7.409741954080923,532.0,782.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Gd,No Fireplace,RFn,207500
6,7.878534196140362,515.0,932.0,NWAmes,MetalSd,MetalSd,TA,PConc,TA,No,Unf,Gd,Gd,TA,RFn,256900
5,6.941190055068375,240.0,735.0,OldTown,MetalSd,MetalSd,TA,CBlock,TA,No,Unf,Gd,TA,No Fireplace,Unf,109000
5,7.321849713788356,400.0,0.0,SawyerW,HdBoard,HdBoard,TA,Slab,No Basement,No,No Basement,TA,TA,No Fireplace,Unf,113722
8,7.311886164077165,844.0,1498.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Gd,Gd,Fin,237000
5,6.959398512133975,692.0,1053.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,ALQ,Gd,Gd,No Fireplace,RFn,142100
6,7.164720378771857,452.0,1178.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,BLQ,Gd,TA,No Fireplace,RFn,149900
9,7.61085279039525,896.0,2020.0,NridgHt,VinylSd,VinylSd,Ex,PConc,Ex,Av,GLQ,Ex,Ex,Gd,RFn,404000
7,7.803026643632217,441.0,1438.0,NAmes,Plywood,Plywood,TA,CBlock,TA,Gd,ALQ,TA,TA,Gd,RFn,277500
6,7.4570320891223805,476.0,741.0,SawyerW,HdBoard,HdBoard,Gd,CBlock,Gd,No,Unf,TA,Gd,TA,Fin,178000
8,7.188412736496954,550.0,1324.0,NridgHt,MetalSd,MetalSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,Gd,Fin,254000
2,6.723832440821209,780.0,678.0,OldTown,AsbShng,AsbShng,TA,BrkTil,Fa,No,Unf,TA,TA,Gd,Unf,12789
7,7.133295954896068,402.0,1237.0,Gilbert,HdBoard,HdBoard,TA,PConc,Gd,No,Unf,Gd,TA,TA,Fin,176000
9,7.86172707782398,840.0,1249.0,NridgHt,VinylSd,VinylSd,TA,PConc,Ex,Av,Unf,Ex,Gd,No Fireplace,RFn,342643
5,6.804614520062624,288.0,876.0,Sawyer,HdBoard,Wd Sdng,TA,CBlock,TA,No,GLQ,TA,TA,No Fireplace,Unf,125500
6,7.309881485824786,438.0,1495.0,Timber,Wd Sdng,Wd Sdng,TA,CBlock,Gd,No,Unf,Ex,TA,TA,Unf,150000
8,7.367708572374371,594.0,1574.0,Somerst,CemntBd,CmentBd,Ex,PConc,Gd,Mn,Unf,Ex,Ex,Gd,Fin,261329
7,6.984716320118266,0.0,1080.0,SawyerW,VinylSd,VinylSd,TA,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,No Garage,141000
4,7.40671073017764,280.0,1105.0,NAmes,VinylSd,VinylSd,TA,CBlock,TA,No,BLQ,Gd,TA,Fa,Fin,153000
7,7.1372784372603855,648.0,1258.0,Blmngtn,WdShing,Wd Shng,Gd,PConc,Ex,Av,Unf,Ex,Gd,Gd,Fin,172500
6,7.241366283322318,384.0,698.0,BrkSide,Wd Sdng,Wd Sdng,TA,BrkTil,TA,No,Unf,Ex,TA,No Fireplace,Unf,153575
5,6.90875477931522,216.0,837.0,IDOTRR,MetalSd,MetalSd,Gd,BrkTil,TA,No,ALQ,Ex,Gd,No Fireplace,Unf,124900
9,7.659642954564682,732.0,2121.0,NridgHt,CemntBd,CmentBd,Ex,PConc,Ex,Gd,Unf,Ex,Ex,Ex,Fin,415298
6,7.299797366758161,207.0,972.0,OldTown,MetalSd,MetalSd,Fa,BrkTil,TA,No,Unf,Ex,TA,No Fireplace,Unf,119000
8,7.370230641807081,825.0,1588.0,Somerst,VinylSd,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Gd,Gd,RFn,227000
5,6.959398512133975,312.0,1053.0,NAmes,HdBoard,HdBoard,Gd,CBlock,TA,No,ALQ,Ex,Gd,No Fireplace,RFn,145500
3,6.198478716492308,200.0,492.0,OldTown,AsbShng,AsbShng,TA,BrkTil,Fa,No,LwQ,TA,TA,No Fireplace,Unf,61500
7,7.523481312573497,506.0,1851.0,NAmes,HdBoard,HdBoard,TA,CBlock,TA,Mn,Unf,Gd,TA,TA,Fin,192100
6,7.246368080102461,308.0,698.0,IDOTRR,MetalSd,MetalSd,TA,CBlock,TA,No,Rec,Ex,TA,No Fireplace,Unf,116000
6,7.037027614686276,264.0,588.0,NAmes,VinylSd,VinylSd,TA,CBlock,TA,Av,GLQ,Ex,TA,No Fireplace,RFn,145000
9,7.804659297056102,886.0,2452.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Ex,No,GLQ,Ex,Ex,Gd,Fin,445000
5,6.946975992135418,484.0,1040.0,CollgCr,HdBoard,HdBoard,TA,CBlock,Gd,Mn,LwQ,TA,Gd,No Fireplace,Unf,150500
6,7.411556287811163,440.0,763.0,Gilbert,HdBoard,HdBoard,TA,PConc,Gd,No,Unf,Gd,TA,TA,Fin,175900
6,7.017506142941256,528.0,1116.0,NWAmes,Plywood,Plywood,TA,CBlock,TA,No,ALQ,Ex,TA,TA,RFn,167900
7,7.529943370601589,660.0,879.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Gd,Gd,Fin,219210
6,7.520234556474628,462.0,1055.0,SawyerW,Wd Sdng,Wd Sdng,Gd,PConc,Gd,No,Unf,Ex,Gd,TA,RFn,189000
5,7.069874128458572,292.0,1176.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,ALQ,TA,TA,Gd,RFn,136500
5,6.79346613258001,416.0,864.0,Sawyer,HdBoard,HdBoard,TA,CBlock,TA,Mn,BLQ,Ex,Gd,No Fireplace,Unf,137900
5,6.92951677076365,280.0,1022.0,OldTown,MetalSd,Stucco,TA,BrkTil,TA,No,ALQ,TA,TA,No Fireplace,Unf,85000
5,7.666690200080086,528.0,2136.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,LwQ,TA,TA,No Fireplace,Unf,137900
6,7.38025578842646,472.0,926.0,Gilbert,VinylSd,VinylSd,TA,PConc,Gd,Gd,GLQ,Ex,TA,No Fireplace,Fin,195500
6,7.40671073017764,216.0,806.0,SWISU,Wd Sdng,Wd Sdng,TA,PConc,Gd,No,Unf,TA,Fa,No Fireplace,Unf,128000
5,6.761572768804055,420.0,864.0,Sawyer,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,ALQ,Ex,Gd,TA,Unf,135000
5,6.98100574072173,576.0,1076.0,CollgCr,HdBoard,HdBoard,TA,CBlock,TA,Av,ALQ,TA,TA,Fa,Unf,143195
5,6.840546529288687,308.0,742.0,BrkSide,VinylSd,VinylSd,TA,BrkTil,TA,No,Unf,TA,TA,No Fireplace,Unf,79500
7,7.416378479192928,478.0,835.0,SawyerW,VinylSd,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Gd,No Fireplace,RFn,192500
5,7.191429330036379,308.0,768.0,OldTown,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,BLQ,TA,TA,No Fireplace,Unf,129500
6,7.360103972989152,373.0,806.0,Gilbert,MetalSd,MetalSd,TA,PConc,Gd,No,Unf,Gd,TA,TA,Fin,168000
6,7.201916317531627,240.0,739.0,BrkSide,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,LwQ,Ex,TA,Gd,Unf,105000
6,6.888572459565364,576.0,981.0,NAmes,Plywood,Plywood,TA,CBlock,TA,No,ALQ,TA,TA,No Fireplace,Unf,143250
5,7.002155954403621,352.0,1099.0,CollgCr,VinylSd,VinylSd,TA,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,Unf,144000
7,7.654443226470112,463.0,948.0,SawyerW,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,Fa,RFn,205000
6,6.933423025730715,528.0,970.0,Mitchel,Plywood,Plywood,TA,CBlock,Gd,Av,ALQ,TA,TA,Po,Unf,143000
9,7.257707677160043,588.0,1419.0,Somerst,VinylSd,VinylSd,Gd,PConc,Ex,Av,GLQ,Ex,Ex,TA,Fin,290000
9,7.768110378525988,820.0,2330.0,NridgHt,VinylSd,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Ex,Gd,Fin,611657
5,6.946975992135418,576.0,1040.0,CollgCr,VinylSd,VinylSd,TA,PConc,Gd,No,GLQ,Gd,Gd,No Fireplace,Unf,152000
8,7.154615356913663,506.0,1280.0,StoneBr,HdBoard,HdBoard,Gd,PConc,Gd,No,ALQ,Ex,Gd,No Fireplace,RFn,191500
8,7.813187267521416,852.0,1143.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Ex,Av,Unf,Ex,Gd,Gd,RFn,317000
7,7.171656822768514,224.0,680.0,Sawyer,Wd Sdng,Wd Sdng,TA,BrkTil,TA,No,ALQ,Ex,Gd,Gd,Unf,165250
5,6.9957661563048505,264.0,1092.0,Edwards,HdBoard,HdBoard,TA,CBlock,TA,No,Rec,TA,TA,No Fireplace,Unf,123000
6,7.080026499922591,621.0,988.0,Sawyer,HdBoard,HdBoard,TA,CBlock,TA,Gd,GLQ,TA,TA,TA,Unf,185000
7,6.951772164398911,528.0,1045.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,LwQ,Gd,TA,No Fireplace,Unf,120000
6,6.996681488176539,484.0,1093.0,NWAmes,HdBoard,HdBoard,TA,CBlock,TA,No,ALQ,Gd,TA,Fa,RFn,158500
6,7.402451520818244,520.0,798.0,SawyerW,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,No Fireplace,RFn,173000
4,7.109879463072272,462.0,0.0,NAmes,HdBoard,HdBoard,TA,Slab,No Basement,No,No Basement,TA,TA,No Fireplace,Unf,101800
7,7.034387929915503,576.0,560.0,SWISU,Wd Sdng,Wd Sdng,Gd,PConc,Gd,No,ALQ,Ex,Gd,No Fireplace,RFn,155000
5,6.982862751468942,264.0,1054.0,OldTown,MetalSd,MetalSd,TA,BrkTil,TA,No,Unf,Ex,Ex,No Fireplace,Unf,125000
4,6.875232087276577,331.0,0.0,OldTown,MetalSd,MetalSd,TA,CBlock,No Basement,No,No Basement,Gd,TA,No Fireplace,Unf,104500
9,7.707062655370473,738.0,1462.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Ex,No,GLQ,Ex,Ex,Gd,Fin,350000
3,6.946975992135418,400.0,0.0,NAmes,Stucco,Stone,TA,CBlock,No Basement,No,No Basement,Gd,TA,No Fireplace,Unf,93500
7,7.489970898834801,588.0,873.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,RFn,193000
6,7.845807502637805,672.0,588.0,Crawfor,MetalSd,MetalSd,TA,BrkTil,Ex,No,Unf,Fa,TA,Gd,Fin,191000
6,6.70073110954781,270.0,813.0,OldTown,Wd Sdng,Wd Sdng,TA,BrkTil,TA,No,Unf,Ex,Gd,No Fireplace,Unf,110000
8,7.534762657037537,531.0,1299.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Ex,TA,RFn,261500
5,6.956545443151569,338.0,1050.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,Rec,Gd,TA,No Fireplace,Unf,128900
9,8.160518247477505,959.0,1733.0,NoRidge,MetalSd,MetalSd,Gd,PConc,Ex,Gd,Rec,Ex,Ex,TA,RFn,584500
4,6.854354502255021,248.0,864.0,Edwards,Wd Sdng,Wd Sdng,TA,PConc,TA,No,ALQ,Ex,TA,No Fireplace,Unf,111000
5,7.182352111885263,576.0,750.0,BrkSide,HdBoard,HdBoard,TA,PConc,Fa,No,Unf,TA,TA,No Fireplace,Unf,90000
6,7.77485576666552,596.0,1021.0,NAmes,Plywood,Plywood,TA,CBlock,Gd,No,LwQ,TA,TA,Po,Unf,129000
6,7.402451520818244,924.0,1296.0,Crawfor,HdBoard,HdBoard,Gd,CBlock,TA,No,BLQ,Ex,Gd,Gd,Unf,224000
6,7.090076835776092,480.0,600.0,Somerst,MetalSd,MetalSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,RFn,165000
6,7.188412736496954,180.0,662.0,OldTown,VinylSd,VinylSd,TA,BrkTil,TA,No,Unf,Ex,TA,No Fireplace,Unf,122000
8,7.355001921105257,502.0,1546.0,Timber,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Ex,Gd,RFn,267300
9,8.0519780789023,820.0,1926.0,NridgHt,VinylSd,VinylSd,Ex,PConc,Ex,No,Unf,Ex,Ex,Gd,Fin,485000
6,7.818430272070656,576.0,1595.0,OldTown,BrkFace,Wd Sdng,TA,CBlock,TA,No,Unf,TA,TA,Gd,Unf,220000
6,7.479299637782834,600.0,864.0,CollgCr,VinylSd,VinylSd,TA,PConc,Gd,No,GLQ,Ex,Gd,No Fireplace,RFn,215700
8,7.515344571180436,862.0,1836.0,NridgHt,MetalSd,MetalSd,Gd,PConc,Ex,Mn,GLQ,Ex,Gd,Gd,Fin,280000
8,7.362010551259734,732.0,1603.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Gd,TA,Fin,284000
4,6.4457198193855785,0.0,630.0,MeadowV,CemntBd,CmentBd,TA,CBlock,Gd,Av,BLQ,Gd,TA,No Fireplace,No Garage,84500
6,7.240649694255466,440.0,1395.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,Gd,BLQ,TA,TA,TA,RFn,192000
7,6.911747300251674,200.0,502.0,OldTown,Wd Sdng,Wd Sdng,TA,BrkTil,TA,No,Unf,TA,Gd,Po,Unf,105000
7,7.515344571180436,484.0,1860.0,CollgCr,VinylSd,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Gd,Gd,Fin,216837
5,7.310550158534422,450.0,1296.0,NAmes,MetalSd,MetalSd,Fa,CBlock,TA,No,Rec,TA,Gd,No Fireplace,RFn,141500
5,6.795705775173514,450.0,894.0,Sawyer,VinylSd,VinylSd,TA,CBlock,TA,No,BLQ,Ex,Gd,No Fireplace,RFn,130000
5,6.946975992135418,0.0,1040.0,CollgCr,HdBoard,HdBoard,TA,CBlock,Gd,No,Rec,TA,TA,No Fireplace,No Garage,124000
5,6.915723448631314,280.0,1008.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,GLQ,Ex,TA,No Fireplace,RFn,139500
4,6.761572768804055,528.0,864.0,Edwards,WdShing,Plywood,TA,CBlock,TA,No,ALQ,TA,TA,No Fireplace,Unf,79275
8,7.302496423727326,472.0,1476.0,Timber,VinylSd,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Ex,Gd,RFn,265900
6,6.672032945461067,160.0,768.0,SWISU,Wd Sdng,Wd Sdng,TA,BrkTil,Gd,Mn,Rec,TA,TA,No Fireplace,Unf,91000
5,7.56734567601324,567.0,1122.0,Gilbert,HdBoard,Wd Sdng,TA,PConc,Gd,No,ALQ,Ex,TA,TA,Unf,185000
5,7.047517221357296,300.0,1150.0,NAmes,BrkFace,Wd Sdng,TA,CBlock,TA,No,ALQ,Ex,TA,No Fireplace,RFn,141000
8,7.674152921281675,728.0,1582.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,Gd,Unf,260116
4,6.51025834052315,234.0,672.0,Edwards,MetalSd,MetalSd,TA,CBlock,TA,No,Rec,TA,TA,No Fireplace,Unf,113000
8,7.32052696227274,811.0,1401.0,SawyerW,VinylSd,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Gd,Fa,Fin,225000
5,6.675823221634848,240.0,793.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,BLQ,TA,Fa,No Fireplace,Unf,113000
6,6.999422467507961,352.0,1008.0,Edwards,Plywood,Plywood,TA,CBlock,TA,Av,ALQ,TA,TA,Fa,Unf,125200
8,7.649692623711514,786.0,918.0,NridgHt,VinylSd,VinylSd,Ex,PConc,Ex,Gd,GLQ,Ex,Ex,Gd,Fin,319500
5,7.351158226430694,288.0,913.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,BLQ,TA,TA,TA,Unf,140000
6,7.408530566894626,518.0,1632.0,Timber,Plywood,Plywood,TA,CBlock,Gd,Gd,BLQ,TA,TA,Gd,Unf,250764
8,7.643961949002529,656.0,948.0,NridgHt,VinylSd,VinylSd,Ex,PConc,Gd,Av,GLQ,Ex,Gd,Gd,Fin,250000
6,7.336936913707618,400.0,768.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Gd,Gd,Fin,176000
6,7.450660796211539,464.0,1331.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,BLQ,Gd,TA,TA,Unf,174850
6,7.344719054149673,440.0,804.0,NPkVill,Plywood,Brk Cmn,TA,CBlock,Gd,No,ALQ,TA,TA,TA,Unf,147000
6,6.822197390620491,264.0,918.0,SawyerW,Plywood,Plywood,TA,CBlock,Gd,No,Unf,TA,TA,TA,Unf,99500
9,7.897296472595885,864.0,1365.0,NridgHt,VinylSd,VinylSd,Gd,PConc,Ex,No,GLQ,Ex,Ex,Gd,RFn,398800
6,7.40671073017764,460.0,953.0,Gilbert,VinylSd,VinylSd,TA,PConc,Gd,No,Unf,Ex,TA,TA,RFn,175000
5,6.715383386334681,350.0,825.0,NAmes,MetalSd,MetalSd,TA,CBlock,TA,No,Unf,TA,TA,No Fireplace,Unf,109500
6,7.412764017426562,484.0,1657.0,NAmes,Plywood,Plywood,TA,CBlock,Gd,No,LwQ,Gd,TA,TA,Unf,163500
4,6.669498089857879,0.0,788.0,BrkSide,WdShing,Wd Shng,TA,CBlock,TA,No,Rec,TA,TA,TA,No Garage,100000
8,7.946617563244473,888.0,1334.0,NoRidge,HdBoard,ImStucc,Gd,PConc,Ex,Gd,GLQ,Ex,Gd,TA,RFn,334000
5,6.761572768804055,280.0,864.0,Sawyer,HdBoard,HdBoard,TA,CBlock,TA,No,GLQ,Ex,TA,No Fireplace,Unf,137250
7,7.808729306744399,576.0,1392.0,Gilbert,VinylSd,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Gd,Gd,RFn,320000
5,7.160069207596127,576.0,1063.0,NAmes,Wd Sdng,Wd Sdng,TA,CBlock,TA,No,ALQ,Ex,Gd,Gd,Fin,162000
